Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
P206_01N_IDB2609,Pedestrian Bridge at the Wendywood Shopping Centre,Bridge,Bridge,11/21/2012,01N,P206,4.70,6/30/2022,08. Surfacing, 207. Clear debris,U2,4.00,750.00,m3,3000.00,3,4,4,133.00,1
P206_01N_B1524,Woodmead Drive Overpass (Old Bridge),Bridge,Bridge,11/22/2012,01N,P206,6.90,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,U2,1.00,1220.00,m,1220.00,1,1,1,82.00,3
P206_01N_B1524,Woodmead Drive Overpass (Old Bridge),Bridge,Bridge,11/22/2012,01N,P206,6.90,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,50.00,950.00,m,47500.00,4,4,16,34.00,3
P206_01N_B1524,Woodmead Drive Overpass (Old Bridge),Bridge,Bridge,11/22/2012,01N,P206,6.90,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U1,2.00,480.00,m2,960.00,1,1,1,104.00,2
P206_01N_B1524,Woodmead Drive Overpass (Old Bridge),Bridge,Bridge,11/22/2012,01N,P206,6.90,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",U2,6.00,750.00,m2,4500.00,4,4,9,200.00,1
P206_01N_B1524,Woodmead Drive Overpass (Old Bridge),Bridge,Bridge,11/22/2012,01N,P206,6.90,6/30/2022,11. Parapet, 458. New/repair steel railing,"S1,S2",12.00,3100.00,m,37200.00,3,4,9,24.00,3
P200_01N_IDB0793,NB08 R566 over P200-1,Bridge,Bridge,10/15/2012,01N,P200,8.18,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,30.00,3100.00,m,93000.00,4,4,16,17.00,3
P200_01N_IDB0793,NB08 R566 over P200-1,Bridge,Bridge,10/15/2012,01N,P200,8.18,6/30/2022,11. Parapet, 454. New endblocks,U1,1.00,15350.00,No,15350.00,4,4,16,104.00,3
P200_01N_IDB0793,NB08 R566 over P200-1,Bridge,Bridge,10/15/2012,01N,P200,8.18,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U2,4.00,480.00,m2,1920.00,1,1,1,52.00,3
P200_01N_B4117,NB09 Agricultural overpass over P200-1,Bridge,Bridge,10/15/2012,01N,P200,9.61,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,160.00,950.00,m,152000.00,2,4,4,3.00,3
P200_01N_B4117,NB09 Agricultural overpass over P200-1,Bridge,Bridge,10/15/2012,01N,P200,9.61,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,BU,2.00,480.00,m2,960.00,1,1,1,104.00,2
P200_01N_B4117,NB09 Agricultural overpass over P200-1,Bridge,Bridge,10/15/2012,01N,P200,9.61,6/30/2022,08. Surfacing, 207. Clear debris,BU,6.00,750.00,m3,4500.00,3,4,9,200.00,1
P200_01N_B4117,NB09 Agricultural overpass over P200-1,Bridge,Bridge,10/15/2012,01N,P200,9.61,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,6.00,750.00,L,4500.00,1,1,9,200.00,1
P200_01N_B4117,NB09 Agricultural overpass over P200-1,Bridge,Bridge,10/15/2012,01N,P200,9.61,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,170.00,3100.00,m,527000.00,3,4,9,2.00,3
P200_01N_B4117,NB09 Agricultural overpass over P200-1,Bridge,Bridge,10/15/2012,01N,P200,9.61,6/30/2022,17. Expansion Joints, 307. New multi element joint,U2,5.00,45990.00,m,229950.00,2,4,4,2.00,3
P2_05N_B3205,Moraleta River Bridge 1,Bridge,Bridge,10/26/2012,05N,P2,0.85,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,4.00,630.00,m,2520.00,3,4,4,159.00,1
P2_05N_B3205,Moraleta River Bridge 1,Bridge,Bridge,10/26/2012,05N,P2,0.85,6/30/2022,14. Piers & Columns, 120. Seal cracks,AP,24.00,750.00,m,18000.00,2,4,4,22.00,3
P2_05N_B3205,Moraleta River Bridge 1,Bridge,Bridge,10/26/2012,05N,P2,0.85,6/30/2022,03. Waterway, 207. Clear debris,S1,4.00,750.00,m3,3000.00,2,4,1,33.00,3
P2_05N_B3205,Moraleta River Bridge 1,Bridge,Bridge,10/26/2012,05N,P2,0.85,6/30/2022,06. Abutments, 120. Seal cracks,BU,12.00,750.00,m,9000.00,2,4,4,44.00,3
P119_01N_B5537,Pedestrian Bridge,Bridge,Bridge,11/20/2012,01N,P119,7.75,6/30/2022,10. Kerbs / Sidewalks, 120. Seal cracks,"S2,S3",14.00,750.00,m,0.00,0,0,1,9999999.00,1
P119_01N_B5537,Pedestrian Bridge,Bridge,Bridge,11/20/2012,01N,P119,7.75,6/30/2022,10. Kerbs / Sidewalks, 207. Clear debris,BU,1.00,750.00,m3,750.00,1,1,1,133.00,1
P119_01N_B5537,Pedestrian Bridge,Bridge,Bridge,11/20/2012,01N,P119,7.75,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,1.00,750.00,L,750.00,1,1,4,533.00,1
P119_01N_B5537,Pedestrian Bridge,Bridge,Bridge,11/20/2012,01N,P119,7.75,6/30/2022,11. Parapet, 456. New pedestrian parapet,AS,3.00,5090.00,m,15270.00,1,1,4,26.00,3
P119_01N_B5537,Pedestrian Bridge,Bridge,Bridge,11/20/2012,01N,P119,7.75,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,2.00,750.00,L,1500.00,1,1,1,67.00,3
P119_01N_B5537,Pedestrian Bridge,Bridge,Bridge,11/20/2012,01N,P119,7.75,6/30/2022,20. Decks and Slabs, 120. Seal cracks,S1,3.00,750.00,m,0.00,0,0,1,9999999.00,1
P200_01N_B4004B,NB02 over Daan De Wet Nel Dr,Bridge,Bridge,10/11/2012,01N,P200,6.44,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,12.00,950.00,m,11400.00,2,4,4,35.00,3
P200_01N_B4004B,NB02 over Daan De Wet Nel Dr,Bridge,Bridge,10/11/2012,01N,P200,6.44,6/30/2022,06. Abutments, 120. Seal cracks,BU,2.00,750.00,m,1500.00,1,1,1,67.00,3
P2_05N_B4240,Rail Bridge,Bridge,Bridge,11/7/2012,05N,P2,9.85,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U1,1.00,3100.00,No,3100.00,3,4,4,129.00,2
P2_05N_B4240,Rail Bridge,Bridge,Bridge,11/7/2012,05N,P2,9.85,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,U2,6.00,80.00,m2,480.00,1,1,1,208.00,1
P2_05N_B4240,Rail Bridge,Bridge,Bridge,11/7/2012,05N,P2,9.85,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,6.00,750.00,L,4500.00,1,1,1,22.00,3
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,11/22/2012,01N,P206,6.80,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BU,4.00,1220.00,m,4880.00,1,1,1,20.00,3
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,11/22/2012,01N,P206,6.80,6/30/2022,21. Miscellaneous Items, 612. Remove people using structure as habitat,U2,5.00,45990.00,LS,0.00,0,0,9,9999999.00,1
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,11/22/2012,01N,P206,6.80,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,4.00,150.00,m2,600.00,1,1,1,167.00,1
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,11/22/2012,01N,P206,6.80,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,6.00,750.00,L,4500.00,1,1,1,22.00,3
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,11/22/2012,01N,P206,6.80,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,4.00,3100.00,No,0.00,0,0,1,9999999.00,1
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,11/22/2012,01N,P206,6.80,6/30/2022,08. Surfacing, 207. Clear debris,U1,0.50,750.00,m3,375.00,1,1,1,267.00,1
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,11/22/2012,01N,P206,6.80,6/30/2022,06. Abutments, 103. Clean concrete surface,BU,20.00,150.00,m2,3000.00,1,1,1,33.00,3
P200_01N_B4118A,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/15/2012,01N,P200,12.43,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,15.00,750.00,No,11250.00,3,4,4,36.00,3
P200_01N_B4118A,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/15/2012,01N,P200,12.43,6/30/2022,06. Abutments, 120. Seal cracks,U1,4.00,750.00,m,3000.00,1,1,4,133.00,1
P200_01N_B4118A,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/15/2012,01N,P200,12.43,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,2.00,750.00,m,1500.00,2,4,4,267.00,1
P200_01N_B4118A,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/15/2012,01N,P200,12.43,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,4.00,750.00,L,3000.00,1,1,9,300.00,1
P200_01N_B4118A,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/15/2012,01N,P200,12.43,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,8.00,750.00,m,6000.00,1,1,4,67.00,3
P200_01N_B4118A,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/15/2012,01N,P200,12.43,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,20.00,950.00,m,19000.00,2,4,4,21.00,3
P200_01N_IDB0789,NB05 over Brits to Onderstepoort Rail,Bridge,Bridge,10/11/2012,01N,P200,6.73,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,8.00,750.00,L,6000.00,2,4,1,17.00,3
P200_01N_IDB0789,NB05 over Brits to Onderstepoort Rail,Bridge,Bridge,10/11/2012,01N,P200,6.73,6/30/2022,06. Abutments, 120. Seal cracks,U2,4.00,750.00,m,3000.00,2,4,4,133.00,1
P200_01N_IDC2142,"506 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.74,6/30/2022,04. Embankment/s, 155. Earth backfill,E1,8.00,630.00,m3,5040.00,3,4,1,20.00,3
P200_01N_IDC2142,"506 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.74,6/30/2022,02. Wing / Ret / Head Walls," 607. Monitor (movements, rotations, etc) (5 year period)",E2,1.00,30670.00,No,0.00,0,0,0,9999999.00,1
P200_01N_IDC2142,"506 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.74,6/30/2022,03. Scour Protection Works, 156. Gabion (mattresses and boxes),E1,8.00,3100.00,m3,24800.00,3,4,1,4.00,3
P206_01N_B3321,Boero Road Underpass,Bridge,Bridge,11/21/2012,01N,P206,0.90,6/30/2022,01. Approach Embankment, 359. Replace sidedrain/gutter/downchutes,U2,10.00,1570.00,m,15700.00,2,4,4,25.00,3
P206_01N_B3321,Boero Road Underpass,Bridge,Bridge,11/21/2012,01N,P206,0.90,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,20.00,950.00,m,19000.00,4,4,16,84.00,3
P206_01N_B3321,Boero Road Underpass,Bridge,Bridge,11/21/2012,01N,P206,0.90,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U2,0.50,480.00,m2,0.00,0,0,1,9999999.00,1
P206_01N_B3321,Boero Road Underpass,Bridge,Bridge,11/21/2012,01N,P206,0.90,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,5.00,750.00,m,3750.00,1,1,1,27.00,3
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U2,2.00,750.00,L,1500.00,1,1,4,267.00,1
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,20. Decks and Slabs, 120. Seal cracks,AS,3.00,750.00,m,2250.00,1,1,1,44.00,3
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,14. Piers & Columns, 101. Apply protective coating,P1,50.00,480.00,m2,24000.00,1,1,1,4.00,3
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U2,2.00,750.00,m,0.00,0,0,4,9999999.00,1
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,07. Wing/ Retaining Walls, 103. Clean concrete surface,BU,40.00,150.00,m2,6000.00,1,1,4,67.00,3
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,06. Abutments, 120. Seal cracks,BU,6.00,750.00,m,4500.00,3,4,9,200.00,1
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,11/14/2012,01N,P205,0.40,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,1.00,750.00,L,750.00,1,1,1,133.00,1
P200_01N_IDC2220,"507 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.73,6/30/2022,02. Wing / Ret / Head Walls," 607. Monitor (movements, rotations, etc) (5 year period)",E1,1.00,30670.00,No,0.00,0,0,1,9999999.00,1
P200_01N_IDC2220,"507 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.73,6/30/2022,13. Cell Deformation, 953. Ad-hoc item (describe under Remarks),E2,1.00,1080.00,No,0.00,0,0,1,9999999.00,1
P200_01N_B4054A,NB06 over Akasiaboom to Winternest rail,Bridge,Bridge,10/11/2012,01N,P200,7.22,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,36.00,3100.00,No,111600.00,1,1,1,1.00,3
P200_01N_B4054A,NB06 over Akasiaboom to Winternest rail,Bridge,Bridge,10/11/2012,01N,P200,7.22,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,5.00,750.00,L,3750.00,1,1,1,27.00,3
P200_01N_B4002A,4002A over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,30.00,3100.00,m,93000.00,4,4,9,10.00,3
P200_01N_B4002A,4002A over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,8.00,750.00,L,6000.00,1,1,9,150.00,1
P200_01N_B4002A,4002A over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,40.00,80.00,m2,3200.00,1,1,1,31.00,3
P200_01N_B4002A,4002A over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,2.00,630.00,No,1260.00,1,1,1,79.00,3
P119_01N_IDC2538,"Major culvert close to Shelton Lane, Harmelia",Major Culvert,Culvert Major,11/15/2012,01N,P119,4.40,6/30/2022,05. Waterway, 953. Ad-hoc item (describe under Remarks),E1,3.00,1080.00,No,3240.00,4,4,9,278.00,1
P119_01N_IDC2538,"Major culvert close to Shelton Lane, Harmelia",Major Culvert,Culvert Major,11/15/2012,01N,P119,4.40,6/30/2022,05. Waterway, 209. Clear siltation,AC,20.00,630.00,m3,12600.00,1,1,9,71.00,3
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,P1,4.00,150.00,m2,600.00,1,1,1,167.00,1
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,20. Decks and Slabs, 120. Seal cracks,"S1,S2",30.00,750.00,m,22500.00,1,1,4,18.00,3
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,07. Wing/ Retaining Walls, 120. Seal cracks,U1,10.00,750.00,m,7500.00,1,1,4,53.00,3
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,07. Wing/ Retaining Walls, 118. Repair spall (including honeycombing),U1,2.00,750.00,L,1500.00,1,1,4,267.00,1
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,06. Abutments, 120. Seal cracks,U2,2.00,750.00,m,1500.00,1,1,1,67.00,3
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,06. Abutments, 103. Clean concrete surface,U1,10.00,150.00,m2,1500.00,1,1,1,67.00,3
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,04. Approach Embankment Protection Works, 159. Stone pitching,U2,40.00,950.00,m2,38000.00,1,1,1,3.00,3
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,11/16/2012,01N,P205,1.20,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,10.00,950.00,m,9500.00,3,4,4,42.00,3
P200_01N_B3794,3794 Start P200-1,Bridge,Bridge,10/9/2012,01N,P200,0.01,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,150.00,80.00,m2,12000.00,1,1,1,8.00,3
P200_01N_B3794,3794 Start P200-1,Bridge,Bridge,10/9/2012,01N,P200,0.01,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,20.00,750.00,L,15000.00,2,4,9,60.00,3
P200_01N_B3794,3794 Start P200-1,Bridge,Bridge,10/9/2012,01N,P200,0.01,6/30/2022,11. Parapet, 453. Install full height pedestrian balustrade,AS,260.00,3100.00,m,806000.00,4,4,9,1.00,3
P200_01N_B3794,3794 Start P200-1,Bridge,Bridge,10/9/2012,01N,P200,0.01,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,U2,1.00,3100.00,No,3100.00,3,4,9,290.00,1
P206_01N_B3401B,South Road Underpass ,Bridge,Bridge,11/21/2012,01N,P206,4.20,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,3.00,750.00,L,2250.00,2,4,4,178.00,1
P206_01N_B3401B,South Road Underpass ,Bridge,Bridge,11/21/2012,01N,P206,4.20,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U1,25.00,950.00,m,23750.00,3,4,4,17.00,3
P206_01N_B3401B,South Road Underpass ,Bridge,Bridge,11/21/2012,01N,P206,4.20,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U2,3.00,480.00,m2,1440.00,1,1,1,69.00,3
P206_01N_B3401B,South Road Underpass ,Bridge,Bridge,11/21/2012,01N,P206,4.20,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",U2,2.00,750.00,m2,1500.00,1,1,1,67.00,3
P200_01N_B4118B,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/16/2012,01N,P200,12.43,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,4.00,750.00,L,3000.00,1,1,1,33.00,3
P200_01N_B4118B,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/16/2012,01N,P200,12.43,6/30/2022,08. Surfacing, 207. Clear debris,U2,3.00,750.00,m3,2250.00,3,4,9,400.00,1
P200_01N_B4118B,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/16/2012,01N,P200,12.43,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,6.00,750.00,No,4500.00,2,4,4,89.00,3
P200_01N_B4118B,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,10/16/2012,01N,P200,12.43,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,30.00,950.00,m,28500.00,3,4,9,32.00,3
P119_01N_IDC2537,"Major Culvert close to Kuschke Street, Meadowdale",Major Culvert,Culvert Major,11/15/2012,01N,P119,3.00,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),AC,40.00,750.00,L,30000.00,1,1,1,3.00,3
P200_01N_IDC2813,"Culvert (705), Metsi Metsuane",Major Culvert,Culvert Major,11/26/2012,01N,P200,16.50,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),E2,1.00,1080.00,No,1080.00,4,4,0,0.00,3
P206_01N_B4440,Wendywood Kelvin Pedestrian Bridge,Bridge,Bridge,11/21/2012,01N,P206,5.40,6/30/2022,08. Surfacing, 117. Repair concrete topping,S7,0.10,7640.00,m3,0.00,0,0,1,9999999.00,1
P206_01N_B4440,Wendywood Kelvin Pedestrian Bridge,Bridge,Bridge,11/21/2012,01N,P206,5.40,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P1,P2",4.00,750.00,L,3000.00,1,1,1,33.00,3
P206_01N_B4440,Wendywood Kelvin Pedestrian Bridge,Bridge,Bridge,11/21/2012,01N,P206,5.40,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,3.00,750.00,L,2250.00,1,1,1,44.00,3
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,06. Abutments, 120. Seal cracks,BU,10.00,750.00,m,7500.00,2,4,4,53.00,3
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,14. Piers & Columns, 120. Seal cracks,P1,10.00,750.00,m,7500.00,2,4,4,53.00,3
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,10.00,750.00,L,7500.00,2,4,4,53.00,3
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,11. Parapet, 459. Paint steel rails,U1,2.00,750.00,m2,1500.00,4,4,16,1067.00,1
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,11. Parapet, 459. Paint steel rails,AS,50.00,750.00,m2,37500.00,1,1,16,43.00,3
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,12.00,3100.00,m,37200.00,4,4,16,43.00,3
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,08. Surfacing, 207. Clear debris,BU,3.00,750.00,m3,2250.00,1,1,1,44.00,3
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),U2,5.00,750.00,L,3750.00,1,1,4,107.00,2
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,11/7/2012,05N,P2,12.20,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,4.00,3100.00,No,12400.00,1,1,1,8.00,3
P200_01N_IDC2240,"508 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.71,6/30/2022,05. Waterway, 207. Clear debris,AC,2.00,750.00,m3,1500.00,3,4,1,67.00,3
P200_01N_IDC2240,"508 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.71,6/30/2022,05. Waterway, 209. Clear siltation,AC,9.00,630.00,m3,5670.00,3,4,1,18.00,3
P200_01N_IDC2240,"508 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,11/6/2012,01N,P200,3.71,6/30/2022,02. Wing / Ret / Head Walls," 607. Monitor (movements, rotations, etc) (5 year period)",E2,1.00,30670.00,No,30670.00,2,4,1,3.00,3
P200_01N_B4002B,4002B over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),U1,2.00,630.00,No,1260.00,1,1,1,79.00,3
P200_01N_B4002B,4002B over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,BU,30.00,80.00,m2,2400.00,1,1,1,42.00,3
P200_01N_B4002B,4002B over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,70.00,3100.00,m,217000.00,4,4,9,4.00,3
P200_01N_B4002B,4002B over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,2.00,750.00,L,1500.00,1,1,1,67.00,3
P200_01N_B4002B,4002B over 7th Ave,Bridge,Bridge,10/9/2012,01N,P200,2.50,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,2.00,630.00,m,1260.00,2,4,1,79.00,3
P200_01N_B4000,4000 over Sarel Ave,Bridge,Bridge,10/9/2012,01N,P200,0.84,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,U2,75.00,480.00,m2,36000.00,2,4,4,11.00,3
P200_01N_B4000,4000 over Sarel Ave,Bridge,Bridge,10/9/2012,01N,P200,0.84,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,130.00,3100.00,m,403000.00,4,4,9,2.00,3
P200_01N_B4000,4000 over Sarel Ave,Bridge,Bridge,10/9/2012,01N,P200,0.84,6/30/2022,04. Approach Embankment Protection Works, 401. Apply weed killer/ant poison and remove growth,U1,80.00,80.00,m2,6400.00,1,1,4,62.00,3
P200_01N_B4000,4000 over Sarel Ave,Bridge,Bridge,10/9/2012,01N,P200,0.84,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",U2,2.00,630.00,m,1260.00,1,1,1,79.00,3
P200_01N_B4000,4000 over Sarel Ave,Bridge,Bridge,10/9/2012,01N,P200,0.84,6/30/2022,02. Guardrail, 455. New guardrail (single and double),U2,30.00,950.00,m,28500.00,2,4,1,4.00,3
P200_01N_B4000,4000 over Sarel Ave,Bridge,Bridge,10/9/2012,01N,P200,0.84,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,10.00,750.00,L,7500.00,2,4,9,120.00,2
P200_01N_B5489,5489 Ruth First Rd over P200-1,Bridge,Bridge,10/16/2012,01N,P200,16.72,6/30/2022,04. Approach Embankment Protection Works, 160. Interlocking blocks,BU,100.00,480.00,m2,48000.00,2,4,4,8.00,3
